number,Timings,season,round,raceName,date,circuit_id,circuit_name,circuit_location,circuit_country
2,"[{'driverId': 'piastri', 'position': '1', 'time': '1:24.038'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:24.026'}, {'driverId': 'norris', 'position': '3', 'time': '1:24.240'}, {'driverId': 'hamilton', 'position': '4', 'time': '1:24.832'}, {'driverId': 'leclerc', 'position': '5', 'time': '1:25.076'}, {'driverId': 'alonso', 'position': '6', 'time': '1:26.085'}, {'driverId': 'sainz', 'position': '7', 'time': '1:26.038'}, {'driverId': 'stroll', 'position': '8', 'time': '1:26.376'}, {'driverId': 'albon', 'position': '9', 'time': '1:26.441'}, {'driverId': 'kevin_magnussen', 'position': '10', 'time': '1:26.680'}]",2024,13,Hungarian Grand Prix,2024-07-21,hungaroring,Hungaroring,Budapest,Hungary
1,"[{'driverId': 'leclerc', 'position': '1', 'time': '1:51.912'}, {'driverId': 'hamilton', 'position': '2', 'time': '1:52.700'}, {'driverId': 'perez', 'position': '3', 'time': '1:53.439'}, {'driverId': 'piastri', 'position': '4', 'time': '1:54.248'}, {'driverId': 'russell', 'position': '5', 'time': '1:54.763'}, {'driverId': 'sainz', 'position': '6', 'time': '1:55.270'}, {'driverId': 'norris', 'position': '7', 'time': '1:55.727'}, {'driverId': 'alonso', 'position': '8', 'time': '1:56.577'}, {'driverId': 'max_verstappen', 'position': '9', 'time': '1:57.183'}, {'driverId': 'albon', 'position': '10', 'time': '1:57.321'}, {'driverId': 'ocon', 'position': '11', 'time': '1:57.847'}, {'driverId': 'gasly', 'position': '12', 'time': '1:58.554'}, {'driverId': 'bottas', 'position': '13', 'time': '1:58.761'}, {'driverId': 'ricciardo', 'position': '14', 'time': '1:59.256'}, {'driverId': 'stroll', 'position': '15', 'time': '1:59.618'}, {'driverId': 'hulkenberg', 'position': '16', 'time': '2:00.156'}, {'driverId': 'kevin_magnussen', 'position': '17', 'time': '2:00.748'}, {'driverId': 'zhou', 'position': '18', 'time': '2:01.121'}, {'driverId': 'tsunoda', 'position': '19', 'time': '2:01.641'}, {'driverId': 'sargeant', 'position': '20', 'time': '2:02.190'}]",2024,14,Belgian Grand Prix,2024-07-28,spa,Circuit de Spa-Francorchamps,Spa,Belgium
2,"[{'driverId': 'leclerc', 'position': '1', 'time': '1:50.240'}, {'driverId': 'hamilton', 'position': '2', 'time': '1:49.849'}, {'driverId': 'perez', 'position': '3', 'time': '1:50.240'}, {'driverId': 'piastri', 'position': '4', 'time': '1:50.164'}, {'driverId': 'russell', 'position': '5', 'time': '1:50.160'}, {'driverId': 'sainz', 'position': '6', 'time': '1:50.260'}, {'driverId': 'norris', 'position': '7', 'time': '1:50.504'}, {'driverId': 'max_verstappen', 'position': '8', 'time': '1:49.828'}, {'driverId': 'alonso', 'position': '9', 'time': '1:51.316'}, {'driverId': 'albon', 'position': '10', 'time': '1:51.283'}]",2024,14,Belgian Grand Prix,2024-07-28,spa,Circuit de Spa-Francorchamps,Spa,Belgium
1,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:19.915'}, {'driverId': 'norris', 'position': '2', 'time': '1:20.878'}, {'driverId': 'russell', 'position': '3', 'time': '1:21.729'}, {'driverId': 'piastri', 'position': '4', 'time': '1:22.638'}, {'driverId': 'leclerc', 'position': '5', 'time': '1:23.322'}, {'driverId': 'perez', 'position': '6', 'time': '1:23.931'}, {'driverId': 'gasly', 'position': '7', 'time': '1:24.654'}, {'driverId': 'alonso', 'position': '8', 'time': '1:24.726'}, {'driverId': 'sainz', 'position': '9', 'time': '1:25.474'}, {'driverId': 'stroll', 'position': '10', 'time': '1:25.703'}, {'driverId': 'hulkenberg', 'position': '11', 'time': '1:26.432'}, {'driverId': 'tsunoda', 'position': '12', 'time': '1:26.878'}, {'driverId': 'hamilton', 'position': '13', 'time': '1:27.280'}, {'driverId': 'bottas', 'position': '14', 'time': '1:27.361'}, {'driverId': 'ricciardo', 'position': '15', 'time': '1:27.950'}, {'driverId': 'ocon', 'position': '16', 'time': '1:28.161'}, {'driverId': 'albon', 'position': '17', 'time': '1:28.535'}, {'driverId': 'sargeant', 'position': '18', 'time': '1:29.090'}, {'driverId': 'zhou', 'position': '19', 'time': '1:29.615'}, {'driverId': 'kevin_magnussen', 'position': '20', 'time': '1:30.772'}]",2024,15,Dutch Grand Prix,2024-08-25,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands
2,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:16.106'}, {'driverId': 'norris', 'position': '2', 'time': '1:16.134'}, {'driverId': 'russell', 'position': '3', 'time': '1:16.389'}, {'driverId': 'piastri', 'position': '4', 'time': '1:16.240'}, {'driverId': 'leclerc', 'position': '5', 'time': '1:16.695'}, {'driverId': 'perez', 'position': '6', 'time': '1:16.479'}, {'driverId': 'gasly', 'position': '7', 'time': '1:16.896'}, {'driverId': 'alonso', 'position': '8', 'time': '1:17.392'}, {'driverId': 'sainz', 'position': '9', 'time': '1:17.277'}, {'driverId': 'stroll', 'position': '10', 'time': '1:17.513'}]",2024,15,Dutch Grand Prix,2024-08-25,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands
1,"[{'driverId': 'piastri', 'position': '1', 'time': '1:27.623'}, {'driverId': 'leclerc', 'position': '2', 'time': '1:28.179'}, {'driverId': 'norris', 'position': '3', 'time': '1:28.971'}, {'driverId': 'sainz', 'position': '4', 'time': '1:29.345'}, {'driverId': 'hamilton', 'position': '5', 'time': '1:29.674'}, {'driverId': 'max_verstappen', 'position': '6', 'time': '1:30.354'}, {'driverId': 'russell', 'position': '7', 'time': '1:31.512'}, {'driverId': 'perez', 'position': '8', 'time': '1:31.698'}, {'driverId': 'albon', 'position': '9', 'time': '1:31.965'}, {'driverId': 'alonso', 'position': '10', 'time': '1:32.411'}, {'driverId': 'ricciardo', 'position': '11', 'time': '1:33.104'}, {'driverId': 'kevin_magnussen', 'position': '12', 'time': '1:33.931'}, {'driverId': 'gasly', 'position': '13', 'time': '1:34.873'}, {'driverId': 'tsunoda', 'position': '14', 'time': '1:35.235'}, {'driverId': 'ocon', 'position': '15', 'time': '1:35.432'}, {'driverId': 'hulkenberg', 'position': '16', 'time': '1:35.519'}, {'driverId': 'stroll', 'position': '17', 'time': '1:35.810'}, {'driverId': 'colapinto', 'position': '18', 'time': '1:35.885'}, {'driverId': 'bottas', 'position': '19', 'time': '1:36.375'}, {'driverId': 'zhou', 'position': '20', 'time': '1:36.732'}]",2024,16,Italian Grand Prix,2024-09-01,monza,Autodromo Nazionale di Monza,Monza,Italy
2,"[{'driverId': 'piastri', 'position': '1', 'time': '1:25.116'}, {'driverId': 'leclerc', 'position': '2', 'time': '1:25.396'}, {'driverId': 'norris', 'position': '3', 'time': '1:25.458'}, {'driverId': 'sainz', 'position': '4', 'time': '1:25.731'}, {'driverId': 'hamilton', 'position': '5', 'time': '1:26.043'}, {'driverId': 'max_verstappen', 'position': '6', 'time': '1:26.170'}, {'driverId': 'russell', 'position': '7', 'time': '1:26.055'}, {'driverId': 'perez', 'position': '8', 'time': '1:26.411'}, {'driverId': 'albon', 'position': '9', 'time': '1:27.011'}, {'driverId': 'alonso', 'position': '10', 'time': '1:27.236'}]",2024,16,Italian Grand Prix,2024-09-01,monza,Autodromo Nazionale di Monza,Monza,Italy
1,"[{'driverId': 'leclerc', 'position': '1', 'time': '1:52.106'}, {'driverId': 'piastri', 'position': '2', 'time': '1:52.903'}, {'driverId': 'perez', 'position': '3', 'time': '1:53.923'}, {'driverId': 'sainz', 'position': '4', 'time': '1:54.797'}, {'driverId': 'max_verstappen', 'position': '5', 'time': '1:55.490'}, {'driverId': 'russell', 'position': '6', 'time': '1:56.420'}, {'driverId': 'alonso', 'position': '7', 'time': '1:57.400'}, {'driverId': 'colapinto', 'position': '8', 'time': '1:58.293'}, {'driverId': 'albon', 'position': '9', 'time': '1:59.047'}, {'driverId': 'bearman', 'position': '10', 'time': '2:00.008'}, {'driverId': 'tsunoda', 'position': '11', 'time': '2:03.649'}, {'driverId': 'norris', 'position': '12', 'time': '2:03.761'}, {'driverId': 'hulkenberg', 'position': '13', 'time': '2:03.833'}, {'driverId': 'ricciardo', 'position': '14', 'time': '2:03.929'}, {'driverId': 'gasly', 'position': '15', 'time': '2:04.448'}, {'driverId': 'bottas', 'position': '16', 'time': '2:04.469'}, {'driverId': 'hamilton', 'position': '17', 'time': '2:05.704'}, {'driverId': 'zhou', 'position': '18', 'time': '2:05.800'}, {'driverId': 'ocon', 'position': '19', 'time': '2:06.969'}, {'driverId': 'stroll', 'position': '20', 'time': '2:11.014'}]",2024,17,Azerbaijan Grand Prix,2024-09-15,baku,Baku City Circuit,Baku,Azerbaijan
2,"[{'driverId': 'leclerc', 'position': '1', 'time': '1:49.283'}, {'driverId': 'piastri', 'position': '2', 'time': '1:48.944'}, {'driverId': 'perez', 'position': '3', 'time': '1:49.236'}, {'driverId': 'sainz', 'position': '4', 'time': '1:49.120'}, {'driverId': 'max_verstappen', 'position': '5', 'time': '1:49.632'}, {'driverId': 'russell', 'position': '6', 'time': '1:49.738'}, {'driverId': 'alonso', 'position': '7', 'time': '1:50.081'}, {'driverId': 'colapinto', 'position': '8', 'time': '1:50.410'}, {'driverId': 'albon', 'position': '9', 'time': '1:50.846'}, {'driverId': 'bearman', 'position': '10', 'time': '1:50.738'}]",2024,17,Azerbaijan Grand Prix,2024-09-15,baku,Baku City Circuit,Baku,Azerbaijan
1,"[{'driverId': 'norris', 'position': '1', 'time': '1:40.424'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:41.413'}, {'driverId': 'hamilton', 'position': '3', 'time': '1:42.702'}, {'driverId': 'russell', 'position': '4', 'time': '1:43.822'}, {'driverId': 'piastri', 'position': '5', 'time': '1:45.268'}, {'driverId': 'hulkenberg', 'position': '6', 'time': '1:45.723'}, {'driverId': 'alonso', 'position': '7', 'time': '1:46.384'}, {'driverId': 'leclerc', 'position': '8', 'time': '1:47.090'}, {'driverId': 'colapinto', 'position': '9', 'time': '1:47.696'}, {'driverId': 'perez', 'position': '10', 'time': '1:48.150'}, {'driverId': 'tsunoda', 'position': '11', 'time': '1:48.899'}, {'driverId': 'sainz', 'position': '12', 'time': '1:49.501'}, {'driverId': 'ocon', 'position': '13', 'time': '1:49.927'}, {'driverId': 'kevin_magnussen', 'position': '14', 'time': '1:50.409'}, {'driverId': 'albon', 'position': '15', 'time': '1:50.771'}, {'driverId': 'ricciardo', 'position': '16', 'time': '1:51.319'}, {'driverId': 'gasly', 'position': '17', 'time': '1:51.981'}, {'driverId': 'stroll', 'position': '18', 'time': '1:52.609'}, {'driverId': 'bottas', 'position': '19', 'time': '1:53.361'}, {'driverId': 'zhou', 'position': '20', 'time': '1:53.822'}]",2024,18,Singapore Grand Prix,2024-09-22,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore
2,"[{'driverId': 'norris', 'position': '1', 'time': '1:38.480'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:38.790'}, {'driverId': 'hamilton', 'position': '3', 'time': '1:38.853'}, {'driverId': 'russell', 'position': '4', 'time': '1:38.489'}, {'driverId': 'piastri', 'position': '5', 'time': '1:38.939'}, {'driverId': 'hulkenberg', 'position': '6', 'time': '1:39.449'}, {'driverId': 'alonso', 'position': '7', 'time': '1:39.584'}, {'driverId': 'leclerc', 'position': '8', 'time': '1:39.775'}, {'driverId': 'colapinto', 'position': '9', 'time': '1:39.890'}, {'driverId': 'perez', 'position': '10', 'time': '1:39.896'}]",2024,18,Singapore Grand Prix,2024-09-22,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore
1,"[{'driverId': 'leclerc', 'position': '1', 'time': '1:39.987'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:41.657'}, {'driverId': 'sainz', 'position': '3', 'time': '1:42.273'}, {'driverId': 'norris', 'position': '4', 'time': '1:42.902'}, {'driverId': 'piastri', 'position': '5', 'time': '1:43.937'}, {'driverId': 'gasly', 'position': '6', 'time': '1:44.426'}, {'driverId': 'kevin_magnussen', 'position': '7', 'time': '1:45.073'}, {'driverId': 'tsunoda', 'position': '8', 'time': '1:45.613'}, {'driverId': 'perez', 'position': '9', 'time': '1:46.074'}, {'driverId': 'alonso', 'position': '10', 'time': '1:46.421'}, {'driverId': 'hulkenberg', 'position': '11', 'time': '1:47.084'}, {'driverId': 'hamilton', 'position': '12', 'time': '1:48.064'}, {'driverId': 'stroll', 'position': '13', 'time': '1:48.520'}, {'driverId': 'lawson', 'position': '14', 'time': '1:48.974'}, {'driverId': 'zhou', 'position': '15', 'time': '1:49.473'}, {'driverId': 'colapinto', 'position': '16', 'time': '1:49.923'}, {'driverId': 'bottas', 'position': '17', 'time': '1:50.705'}, {'driverId': 'albon', 'position': '18', 'time': '1:51.269'}, {'driverId': 'russell', 'position': '19', 'time': '1:51.647'}, {'driverId': 'ocon', 'position': '20', 'time': '1:56.745'}]",2024,19,United States Grand Prix,2024-10-20,americas,Circuit of the Americas,Austin,USA
2,"[{'driverId': 'leclerc', 'position': '1', 'time': '1:40.341'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:39.991'}, {'driverId': 'sainz', 'position': '3', 'time': '1:39.923'}, {'driverId': 'norris', 'position': '4', 'time': '1:40.864'}, {'driverId': 'piastri', 'position': '5', 'time': '1:41.768'}, {'driverId': 'gasly', 'position': '6', 'time': '1:42.067'}, {'driverId': 'kevin_magnussen', 'position': '7', 'time': '1:42.038'}, {'driverId': 'tsunoda', 'position': '8', 'time': '1:42.114'}, {'driverId': 'perez', 'position': '9', 'time': '1:42.416'}, {'driverId': 'alonso', 'position': '10', 'time': '1:42.720'}]",2024,19,United States Grand Prix,2024-10-20,americas,Circuit of the Americas,Austin,USA
1,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:45.059'}, {'driverId': 'sainz', 'position': '2', 'time': '1:47.224'}, {'driverId': 'norris', 'position': '3', 'time': '1:49.304'}, {'driverId': 'leclerc', 'position': '4', 'time': '1:50.826'}, {'driverId': 'hamilton', 'position': '5', 'time': '1:52.235'}, {'driverId': 'russell', 'position': '6', 'time': '1:54.932'}, {'driverId': 'kevin_magnussen', 'position': '7', 'time': '1:56.783'}, {'driverId': 'hulkenberg', 'position': '8', 'time': '1:58.596'}, {'driverId': 'gasly', 'position': '9', 'time': '2:00.117'}, {'driverId': 'lawson', 'position': '10', 'time': '2:00.936'}, {'driverId': 'stroll', 'position': '11', 'time': '2:03.885'}, {'driverId': 'alonso', 'position': '12', 'time': '2:05.776'}, {'driverId': 'perez', 'position': '13', 'time': '2:07.341'}, {'driverId': 'colapinto', 'position': '14', 'time': '2:08.478'}, {'driverId': 'bottas', 'position': '15', 'time': '2:10.545'}, {'driverId': 'zhou', 'position': '16', 'time': '2:12.333'}, {'driverId': 'piastri', 'position': '17', 'time': '2:13.443'}, {'driverId': 'ocon', 'position': '18', 'time': '2:14.747'}]",2024,20,Mexico City Grand Prix,2024-10-27,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico
2,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '2:18.259'}, {'driverId': 'sainz', 'position': '2', 'time': '2:17.937'}, {'driverId': 'norris', 'position': '3', 'time': '2:18.718'}, {'driverId': 'leclerc', 'position': '4', 'time': '2:18.252'}, {'driverId': 'hamilton', 'position': '5', 'time': '2:18.527'}, {'driverId': 'russell', 'position': '6', 'time': '2:18.197'}, {'driverId': 'kevin_magnussen', 'position': '7', 'time': '2:17.679'}, {'driverId': 'hulkenberg', 'position': '8', 'time': '2:17.184'}, {'driverId': 'gasly', 'position': '9', 'time': '2:16.958'}, {'driverId': 'lawson', 'position': '10', 'time': '2:18.369'}, {'driverId': 'stroll', 'position': '11', 'time': '2:17.060'}, {'driverId': 'alonso', 'position': '12', 'time': '2:17.643'}]",2024,20,Mexico City Grand Prix,2024-10-27,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico
1,"[{'driverId': 'russell', 'position': '1', 'time': '1:30.516'}, {'driverId': 'norris', 'position': '2', 'time': '1:31.803'}, {'driverId': 'tsunoda', 'position': '3', 'time': '1:33.749'}, {'driverId': 'ocon', 'position': '4', 'time': '1:34.467'}, {'driverId': 'leclerc', 'position': '5', 'time': '1:34.968'}, {'driverId': 'lawson', 'position': '6', 'time': '1:35.992'}, {'driverId': 'piastri', 'position': '7', 'time': '1:36.644'}, {'driverId': 'alonso', 'position': '8', 'time': '1:37.318'}, {'driverId': 'gasly', 'position': '9', 'time': '1:38.052'}, {'driverId': 'hamilton', 'position': '10', 'time': '1:38.874'}, {'driverId': 'max_verstappen', 'position': '11', 'time': '1:39.161'}, {'driverId': 'colapinto', 'position': '12', 'time': '1:39.943'}, {'driverId': 'bearman', 'position': '13', 'time': '1:40.491'}, {'driverId': 'hulkenberg', 'position': '14', 'time': '1:41.582'}, {'driverId': 'bottas', 'position': '15', 'time': '1:41.650'}, {'driverId': 'zhou', 'position': '16', 'time': '1:42.750'}, {'driverId': 'sainz', 'position': '17', 'time': '1:43.434'}, {'driverId': 'perez', 'position': '18', 'time': '1:49.387'}]",2024,21,São Paulo Grand Prix,2024-11-03,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil
2,"[{'driverId': 'russell', 'position': '1', 'time': '1:25.804'}, {'driverId': 'norris', 'position': '2', 'time': '1:26.207'}, {'driverId': 'tsunoda', 'position': '3', 'time': '1:26.351'}, {'driverId': 'ocon', 'position': '4', 'time': '1:26.376'}, {'driverId': 'leclerc', 'position': '5', 'time': '1:26.521'}, {'driverId': 'lawson', 'position': '6', 'time': '1:26.807'}, {'driverId': 'piastri', 'position': '7', 'time': '1:27.194'}, {'driverId': 'alonso', 'position': '8', 'time': '1:27.116'}, {'driverId': 'gasly', 'position': '9', 'time': '1:27.330'}, {'driverId': 'max_verstappen', 'position': '10', 'time': '1:27.134'}, {'driverId': 'hamilton', 'position': '11', 'time': '1:27.832'}, {'driverId': 'colapinto', 'position': '12', 'time': '1:27.983'}]",2024,21,São Paulo Grand Prix,2024-11-03,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil
1,"[{'driverId': 'russell', 'position': '1', 'time': '1:43.267'}, {'driverId': 'leclerc', 'position': '2', 'time': '1:43.882'}, {'driverId': 'sainz', 'position': '3', 'time': '1:44.812'}, {'driverId': 'gasly', 'position': '4', 'time': '1:45.330'}, {'driverId': 'max_verstappen', 'position': '5', 'time': '1:45.917'}, {'driverId': 'norris', 'position': '6', 'time': '1:46.792'}, {'driverId': 'tsunoda', 'position': '7', 'time': '1:47.340'}, {'driverId': 'piastri', 'position': '8', 'time': '1:48.433'}, {'driverId': 'hulkenberg', 'position': '9', 'time': '1:48.675'}, {'driverId': 'hamilton', 'position': '10', 'time': '1:49.116'}, {'driverId': 'ocon', 'position': '11', 'time': '1:50.001'}, {'driverId': 'zhou', 'position': '12', 'time': '1:50.678'}, {'driverId': 'lawson', 'position': '13', 'time': '1:52.392'}, {'driverId': 'kevin_magnussen', 'position': '14', 'time': '1:52.614'}, {'driverId': 'alonso', 'position': '15', 'time': '1:52.823'}, {'driverId': 'albon', 'position': '16', 'time': '1:53.147'}, {'driverId': 'perez', 'position': '17', 'time': '1:53.292'}, {'driverId': 'stroll', 'position': '18', 'time': '1:53.727'}, {'driverId': 'bottas', 'position': '19', 'time': '1:54.609'}, {'driverId': 'colapinto', 'position': '20', 'time': '1:55.624'}]",2024,22,Las Vegas Grand Prix,2024-11-23,vegas,Las Vegas Strip Street Circuit,Las Vegas,USA
2,"[{'driverId': 'russell', 'position': '1', 'time': '1:39.077'}, {'driverId': 'leclerc', 'position': '2', 'time': '1:39.333'}, {'driverId': 'sainz', 'position': '3', 'time': '1:39.466'}, {'driverId': 'gasly', 'position': '4', 'time': '1:39.956'}, {'driverId': 'max_verstappen', 'position': '5', 'time': '1:39.861'}, {'driverId': 'norris', 'position': '6', 'time': '1:39.907'}, {'driverId': 'tsunoda', 'position': '7', 'time': '1:40.026'}, {'driverId': 'hulkenberg', 'position': '8', 'time': '1:39.760'}, {'driverId': 'piastri', 'position': '9', 'time': '1:40.495'}, {'driverId': 'hamilton', 'position': '10', 'time': '1:40.033'}]",2024,22,Las Vegas Grand Prix,2024-11-23,vegas,Las Vegas Strip Street Circuit,Las Vegas,USA
1,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '1:51.344'}, {'driverId': 'norris', 'position': '2', 'time': '1:53.635'}, {'driverId': 'russell', 'position': '3', 'time': '1:55.631'}, {'driverId': 'leclerc', 'position': '4', 'time': '1:57.439'}, {'driverId': 'piastri', 'position': '5', 'time': '1:58.513'}, {'driverId': 'sainz', 'position': '6', 'time': '1:59.394'}, {'driverId': 'perez', 'position': '7', 'time': '2:00.204'}, {'driverId': 'alonso', 'position': '8', 'time': '2:03.172'}, {'driverId': 'hamilton', 'position': '9', 'time': '2:04.279'}, {'driverId': 'tsunoda', 'position': '10', 'time': '2:07.750'}, {'driverId': 'kevin_magnussen', 'position': '11', 'time': '2:09.920'}, {'driverId': 'gasly', 'position': '12', 'time': '2:10.912'}, {'driverId': 'bottas', 'position': '13', 'time': '2:12.082'}, {'driverId': 'lawson', 'position': '14', 'time': '2:13.331'}, {'driverId': 'zhou', 'position': '15', 'time': '2:14.044'}, {'driverId': 'albon', 'position': '16', 'time': '2:15.384'}, {'driverId': 'stroll', 'position': '17', 'time': '2:16.793'}, {'driverId': 'hulkenberg', 'position': '18', 'time': '2:45.271'}]",2024,23,Qatar Grand Prix,2024-12-01,losail,Losail International Circuit,Al Daayen,Qatar
2,"[{'driverId': 'max_verstappen', 'position': '1', 'time': '2:21.257'}, {'driverId': 'norris', 'position': '2', 'time': '2:21.280'}, {'driverId': 'russell', 'position': '3', 'time': '2:21.375'}, {'driverId': 'leclerc', 'position': '4', 'time': '2:22.075'}, {'driverId': 'piastri', 'position': '5', 'time': '2:22.913'}, {'driverId': 'sainz', 'position': '6', 'time': '2:23.307'}, {'driverId': 'perez', 'position': '7', 'time': '2:23.708'}, {'driverId': 'alonso', 'position': '8', 'time': '2:22.483'}, {'driverId': 'hamilton', 'position': '9', 'time': '2:24.030'}, {'driverId': 'tsunoda', 'position': '10', 'time': '2:23.351'}, {'driverId': 'kevin_magnussen', 'position': '11', 'time': '2:23.343'}, {'driverId': 'gasly', 'position': '12', 'time': '2:23.807'}]",2024,23,Qatar Grand Prix,2024-12-01,losail,Losail International Circuit,Al Daayen,Qatar
1,"[{'driverId': 'norris', 'position': '1', 'time': '1:31.142'}, {'driverId': 'sainz', 'position': '2', 'time': '1:32.999'}, {'driverId': 'gasly', 'position': '3', 'time': '1:33.984'}, {'driverId': 'russell', 'position': '4', 'time': '1:34.679'}, {'driverId': 'hulkenberg', 'position': '5', 'time': '1:35.498'}, {'driverId': 'alonso', 'position': '6', 'time': '1:36.166'}, {'driverId': 'kevin_magnussen', 'position': '7', 'time': '1:36.949'}, {'driverId': 'leclerc', 'position': '8', 'time': '1:37.644'}, {'driverId': 'stroll', 'position': '9', 'time': '1:38.324'}, {'driverId': 'lawson', 'position': '10', 'time': '1:39.017'}, {'driverId': 'max_verstappen', 'position': '11', 'time': '1:39.510'}, {'driverId': 'hamilton', 'position': '12', 'time': '1:39.884'}, {'driverId': 'bottas', 'position': '13', 'time': '1:40.183'}, {'driverId': 'zhou', 'position': '14', 'time': '1:40.718'}, {'driverId': 'albon', 'position': '15', 'time': '1:41.190'}, {'driverId': 'doohan', 'position': '16', 'time': '1:41.564'}, {'driverId': 'tsunoda', 'position': '17', 'time': '1:42.007'}, {'driverId': 'colapinto', 'position': '18', 'time': '1:42.506'}, {'driverId': 'piastri', 'position': '19', 'time': '1:43.757'}]",2024,24,Abu Dhabi Grand Prix,2024-12-08,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE
2,"[{'driverId': 'norris', 'position': '1', 'time': '1:48.349'}, {'driverId': 'sainz', 'position': '2', 'time': '1:49.770'}, {'driverId': 'gasly', 'position': '3', 'time': '1:49.760'}, {'driverId': 'russell', 'position': '4', 'time': '1:49.838'}, {'driverId': 'hulkenberg', 'position': '5', 'time': '1:49.887'}, {'driverId': 'alonso', 'position': '6', 'time': '1:50.156'}, {'driverId': 'kevin_magnussen', 'position': '7', 'time': '1:50.197'}, {'driverId': 'leclerc', 'position': '8', 'time': '1:53.013'}, {'driverId': 'stroll', 'position': '9', 'time': '1:53.356'}, {'driverId': 'lawson', 'position': '10', 'time': '1:54.148'}, {'driverId': 'max_verstappen', 'position': '11', 'time': '1:54.938'}]",2024,24,Abu Dhabi Grand Prix,2024-12-08,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE
1,"[{'driverId': 'norris', 'position': '1', 'time': '1:57.099'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '1:59.392'}, {'driverId': 'piastri', 'position': '3', 'time': '2:00.807'}, {'driverId': 'russell', 'position': '4', 'time': '2:04.644'}, {'driverId': 'leclerc', 'position': '5', 'time': '2:08.480'}, {'driverId': 'tsunoda', 'position': '6', 'time': '2:10.655'}, {'driverId': 'albon', 'position': '7', 'time': '2:12.195'}, {'driverId': 'hamilton', 'position': '8', 'time': '2:12.883'}, {'driverId': 'gasly', 'position': '9', 'time': '2:14.132'}, {'driverId': 'alonso', 'position': '10', 'time': '2:17.178'}, {'driverId': 'stroll', 'position': '11', 'time': '2:19.485'}, {'driverId': 'hulkenberg', 'position': '12', 'time': '2:21.221'}, {'driverId': 'antonelli', 'position': '13', 'time': '2:22.352'}, {'driverId': 'bortoleto', 'position': '14', 'time': '2:24.063'}, {'driverId': 'ocon', 'position': '15', 'time': '2:25.769'}, {'driverId': 'lawson', 'position': '16', 'time': '2:28.795'}, {'driverId': 'bearman', 'position': '17', 'time': '2:29.413'}]",2025,1,Australian Grand Prix,2025-03-16,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia
2,"[{'driverId': 'norris', 'position': '1', 'time': '2:49.888'}, {'driverId': 'max_verstappen', 'position': '2', 'time': '2:49.322'}, {'driverId': 'piastri', 'position': '3', 'time': '2:49.543'}, {'driverId': 'russell', 'position': '4', 'time': '2:48.126'}, {'driverId': 'leclerc', 'position': '5', 'time': '2:47.233'}, {'driverId': 'tsunoda', 'position': '6', 'time': '2:48.219'}, {'driverId': 'albon', 'position': '7', 'time': '2:48.864'}, {'driverId': 'hamilton', 'position': '8', 'time': '2:49.908'}, {'driverId': 'gasly', 'position': '9', 'time': '2:51.310'}, {'driverId': 'alonso', 'position': '10', 'time': '2:49.408'}, {'driverId': 'stroll', 'position': '11', 'time': '2:49.481'}, {'driverId': 'hulkenberg', 'position': '12', 'time': '2:49.398'}, {'driverId': 'antonelli', 'position': '13', 'time': '2:49.800'}]",2025,1,Australian Grand Prix,2025-03-16,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia
